Serial Number:20697595 --

"Date Time, GMT -1000","Temp, (*F)","mV","pH","Button Down","Button Up","Host Connect","Start Calibration","Calibration Values","Calibration Buffers","End Calibration","EOF"
2020-04-05 03:20:00,85.42,-90.77,8.25, , , , , , , , 
2020-04-05 03:30:00,85.42,-90.55,8.25, , , , , , , , 
2020-04-05 03:40:00,85.47,-90.19,8.24, , , , , , , , 
2020-04-05 03:50:00,85.47,-90.28,8.24, , , , , , , , 
2020-04-05 04:00:00,85.47,-90.41,8.25, , , , , , , , 
2020-04-05 04:10:00,85.47,-90.25,8.24, , , , , , , , 
2020-04-05 04:20:00,85.47,-89.99,8.24, , , , , , , , 
2020-04-05 04:30:00,85.51,-90.03,8.24, , , , , , , , 
2020-04-05 04:40:00,85.56,-90.42,8.25, , , , , , , , 
2020-04-05 04:50:00,85.60,-90.44,8.25, , , , , , , , 
2020-04-05 05:00:00,85.60,-90.49,8.25, , , , , , , , 
2020-04-05 05:10:00,85.60,-90.36,8.24, , , , , , , , 
2020-04-05 05:20:00,85.60,-90.75,8.25, , , , , , , , 
2020-04-05 05:30:00,85.56,-90.77,8.25, , , , , , , , 
2020-04-05 05:40:00,85.56,-90.50,8.25, , , , , , , , 
2020-04-05 05:50:00,85.56,-90.30,8.24, , , , , , , , 
2020-04-05 06:00:00,85.56,-90.74,8.25, , , , , , , , 
2020-04-05 06:10:00,85.56,-90.63,8.25, , , , , , , , 
2020-04-05 06:20:00,85.56,-90.08,8.24, , , , , , , , 
2020-04-05 06:30:00,85.60,-86.77,8.18, , , , , , , , 
2020-04-05 06:40:00,85.60,-89.53,8.23, , , , , , , , 
2020-04-05 06:50:00,85.60,-91.21,8.26, , , , , , , , 
2020-04-05 07:00:00,85.60,-93.03,8.29, , , , , , , , 
2020-04-05 07:10:00,85.60,-94.24,8.31, , , , , , , , 
2020-04-05 07:20:00,85.65,-95.77,8.34, , , , , , , , 
2020-04-05 07:30:00,85.69,-96.69,8.35, , , , , , , , 
2020-04-05 07:40:00,85.69,-97.52,8.36, , , , , , , , 
2020-04-05 07:50:00,85.74,-98.58,8.38, , , , , , , , 
2020-04-05 08:00:00,85.78,-100.05,8.41, , , , , , , , 
2020-04-05 08:10:00,85.83,-100.41,8.41, , , , , , , , 
2020-04-05 08:20:00,85.83,-100.83,8.42, , , , , , , , 
2020-04-05 08:30:00,85.87,-102.28,8.44, , , , , , , , 
2020-04-05 08:40:00,85.92,-103.71,8.47, , , , , , , , 
2020-04-05 08:50:00,86.01,-106.25,8.51, , , , , , , , 
2020-04-05 09:00:00,86.01,-104.91,8.49, , , , , , , , 
2020-04-05 09:10:00,86.05,-105.24,8.49, , , , , , , , 
2020-04-05 09:20:00,86.10,-106.77,8.52, , , , , , , , 
2020-04-05 09:30:00,86.10,-107.83,8.54, , , , , , , , 
2020-04-05 09:40:00,86.19,-107.80,8.54, , , , , , , , 
2020-04-05 09:50:00,86.19,-107.22,8.53, , , , , , , , 
2020-04-05 10:00:00,86.23,-108.39,8.55, , , , , , , , 
2020-04-05 10:10:00,86.28,-108.69,8.55, , , , , , , , 
2020-04-05 10:20:00,86.33,-110.61,8.58, , , , , , , , 
2020-04-05 10:30:00,86.42,-109.86,8.57, , , , , , , , 
2020-04-05 10:40:00,86.42,-109.18,8.56, , , , , , , , 
2020-04-05 10:50:00,86.51,-112.58,8.62, , , , , , , , 
2020-04-05 11:00:00,86.37,-107.69,8.53, , , , , , , , 
2020-04-05 11:10:00,86.46,-110.32,8.58, , , , , , , , 
2020-04-05 11:20:00,86.55,-110.03,8.57, , , , , , , , 
2020-04-05 11:30:00,86.55,-110.21,8.58, , , , , , , , 
2020-04-05 11:40:00,86.64,-112.69,8.62, , , , , , , , 
2020-04-05 11:50:00,86.42,-102.57,8.45, , , , , , , , 
2020-04-05 12:00:00,86.51,-111.69,8.60, , , , , , , , 
2020-04-05 12:10:00,86.55,-113.00,8.62, , , , , , , , 
2020-04-05 12:20:00,86.55,-110.35,8.58, , , , , , , , 
2020-04-05 12:30:00,86.37,-99.94,8.40, , , , , , , , 
2020-04-05 12:40:00,86.42,-106.03,8.51, , , , , , , , 
2020-04-05 12:50:00,86.46,-108.86,8.55, , , , , , , , 
2020-04-05 13:00:00,86.33,-105.13,8.49, , , , , , , , 
2020-04-05 13:10:00,86.33,-107.19,8.53, , , , , , , , 
2020-04-05 13:20:00,86.60,-112.72,8.62, , , , , , , , 
2020-04-05 13:30:00,86.60,-108.94,8.55, , , , , , , , 
2020-04-05 13:40:00,86.78,-110.60,8.58, , , , , , , , 
2020-04-05 13:50:00,86.69,-102.80,8.45, , , , , , , , 
2020-04-05 14:00:00,86.69,-101.55,8.43, , , , , , , , 
2020-04-05 14:10:00,86.55,-97.28,8.36, , , , , , , , 
2020-04-05 14:20:00,86.42,-99.24,8.39, , , , , , , , 
2020-04-05 14:30:00,86.28,-100.17,8.41, , , , , , , , 
2020-04-05 14:40:00,86.23,-102.93,8.45, , , , , , , , 
2020-04-05 14:50:00,86.19,-103.69,8.47, , , , , , , , 
2020-04-05 15:00:00,86.14,-102.53,8.45, , , , , , , , 
2020-04-05 15:10:00,86.10,-101.80,8.44, , , , , , , , 
2020-04-05 15:20:00,86.14,-104.00,8.47, , , , , , , , 
2020-04-05 15:30:00,86.23,-104.68,8.48, , , , , , , , 
2020-04-05 15:40:00,86.23,-104.00,8.47, , , , , , , , 
2020-04-05 15:50:00,86.28,-102.66,8.45, , , , , , , , 
2020-04-05 16:00:00,86.28,-102.43,8.45, , , , , , , , 
2020-04-05 16:10:00,86.23,-101.21,8.43, , , , , , , , 
2020-04-05 16:20:00,86.23,-100.28,8.41, , , , , , , , 
2020-04-05 16:30:00,86.14,-96.91,8.35, , , , , , , , 
2020-04-05 16:40:00,86.10,-98.92,8.39, , , , , , , , 
2020-04-05 16:50:00,86.10,-99.44,8.40, , , , , , , , 
2020-04-05 17:00:00,86.05,-97.27,8.36, , , , , , , , 
2020-04-05 17:10:00,86.01,-96.19,8.34, , , , , , , , 
2020-04-05 17:20:00,86.01,-94.75,8.32, , , , , , , , 
2020-04-05 17:30:00,85.96,-93.67,8.30, , , , , , , , 
2020-04-05 17:40:00,85.92,-93.02,8.29, , , , , , , , 
2020-04-05 17:50:00,85.92,-92.17,8.27, , , , , , , , 
2020-04-05 18:00:00,85.87,-91.71,8.27, , , , , , , , 
2020-04-05 18:10:00,85.87,-91.42,8.26, , , , , , , , 
2020-04-05 18:20:00,85.83,-91.25,8.26, , , , , , , , 
2020-04-05 18:30:00,85.78,-91.24,8.26, , , , , , , , 
2020-04-05 18:40:00,85.78,-91.10,8.26, , , , , , , , 
2020-04-05 18:50:00,85.74,-91.19,8.26, , , , , , , , 
2020-04-05 19:00:00,85.74,-91.24,8.26, , , , , , , , 
2020-04-05 19:10:00,85.74,-91.08,8.26, , , , , , , , 
2020-04-05 19:20:00,85.78,-91.30,8.26, , , , , , , , 
2020-04-05 19:30:00,85.83,-91.41,8.26, , , , , , , , 
2020-04-05 19:40:00,85.87,-91.28,8.26, , , , , , , , 
2020-04-05 19:50:00,85.92,-91.63,8.26, , , , , , , , 
2020-04-05 20:00:00,85.96,-91.42,8.26, , , , , , , , 
2020-04-05 20:10:00,85.96,-91.58,8.26, , , , , , , , 
2020-04-05 20:20:00,85.92,-91.80,8.27, , , , , , , , 
2020-04-05 20:30:00,85.87,-91.78,8.27, , , , , , , , 
2020-04-05 20:40:00,85.87,-91.49,8.26, , , , , , , , 
2020-04-05 20:50:00,85.87,-91.71,8.27, , , , , , , , 
2020-04-05 21:00:00,85.87,-91.52,8.26, , , , , , , , 
2020-04-05 21:10:00,85.83,-91.55,8.26, , , , , , , , 
2020-04-05 21:20:00,85.83,-91.74,8.27, , , , , , , , 
2020-04-05 21:30:00,85.83,-91.85,8.27, , , , , , , , 
2020-04-05 21:40:00,85.83,-91.82,8.27, , , , , , , , 
2020-04-05 21:50:00,85.83,-91.78,8.27, , , , , , , , 
2020-04-05 22:00:00,85.78,-91.61,8.26, , , , , , , , 
2020-04-05 22:10:00,85.78,-91.52,8.26, , , , , , , , 
2020-04-05 22:20:00,85.78,-91.53,8.26, , , , , , , , 
2020-04-05 22:30:00,85.78,-91.32,8.26, , , , , , , , 
2020-04-05 22:40:00,85.78,-91.33,8.26, , , , , , , , 
2020-04-05 22:50:00,85.74,-91.17,8.26, , , , , , , , 
2020-04-05 23:00:00,85.65,-90.96,8.25, , , , , , , , 
2020-04-05 23:10:00,85.60,-90.92,8.25, , , , , , , , 
2020-04-05 23:20:00,85.56,-90.64,8.25, , , , , , , , 
2020-04-05 23:30:00,85.47,-90.57,8.25, , , , , , , , 
2020-04-05 23:40:00,85.47,-90.69,8.25, , , , , , , , 
2020-04-05 23:50:00,85.47,-90.92,8.25, , , , , , , , 
2020-04-06 00:00:00,85.47,-91.22,8.26, , , , , , , , 
2020-04-06 00:10:00,85.47,-91.02,8.26, , , , , , , , 
2020-04-06 00:20:00,85.47,-90.91,8.25, , , , , , , , 
2020-04-06 00:30:00,85.42,-90.92,8.25, , , , , , , , 
2020-04-06 00:40:00,85.38,-90.69,8.25, , , , , , , , 
2020-04-06 00:50:00,85.38,-90.35,8.24, , , , , , , , 
2020-04-06 01:00:00,85.29,-90.35,8.24, , , , , , , , 
2020-04-06 01:10:00,85.24,-90.47,8.25, , , , , , , , 
2020-04-06 01:20:00,85.20,-90.91,8.25, , , , , , , , 
2020-04-06 01:30:00,85.15,-90.80,8.25, , , , , , , , 
2020-04-06 01:40:00,85.15,-90.80,8.25, , , , , , , , 
2020-04-06 01:50:00,85.11,-90.88,8.25, , , , , , , , 
2020-04-06 02:00:00,85.15,-90.99,8.26, , , , , , , , 
2020-04-06 02:10:00,85.29,-91.16,8.26, , , , , , , , 
2020-04-06 02:20:00,85.42,-91.38,8.26, , , , , , , , 
2020-04-06 02:30:00,85.42,-91.07,8.26, , , , , , , , 
2020-04-06 02:40:00,85.38,-90.66,8.25, , , , , , , , 
2020-04-06 02:50:00,85.42,-90.77,8.25, , , , , , , , 
2020-04-06 03:00:00,85.47,-90.57,8.25, , , , , , , , 
2020-04-06 03:10:00,85.47,-90.92,8.25, , , , , , , , 
2020-04-06 03:20:00,85.51,-90.97,8.25, , , , , , , , 
2020-04-06 03:30:00,85.51,-90.78,8.25, , , , , , , , 
2020-04-06 03:40:00,85.51,-90.89,8.25, , , , , , , , 
2020-04-06 03:50:00,85.56,-90.77,8.25, , , , , , , , 
2020-04-06 04:00:00,85.56,-91.07,8.26, , , , , , , , 
2020-04-06 04:10:00,85.56,-90.74,8.25, , , , , , , , 
2020-04-06 04:20:00,85.56,-90.85,8.25, , , , , , , , 
2020-04-06 04:30:00,85.56,-90.78,8.25, , , , , , , , 
2020-04-06 04:40:00,85.56,-90.89,8.25, , , , , , , , 
2020-04-06 04:50:00,85.51,-90.99,8.25, , , , , , , , 
2020-04-06 05:00:00,85.51,-91.05,8.26, , , , , , , , 
2020-04-06 05:10:00,85.51,-90.97,8.25, , , , , , , , 
2020-04-06 05:20:00,85.51,-91.00,8.26, , , , , , , , 
2020-04-06 05:30:00,85.51,-91.16,8.26, , , , , , , , 
2020-04-06 05:40:00,85.51,-90.97,8.25, , , , , , , , 
2020-04-06 05:50:00,85.51,-90.85,8.25, , , , , , , , 
2020-04-06 06:00:00,85.51,-91.14,8.26, , , , , , , , 
2020-04-06 06:10:00,85.51,-91.24,8.26, , , , , , , , 
2020-04-06 06:20:00,85.51,-91.35,8.26, , , , , , , , 
2020-04-06 06:30:00,85.47,-91.50,8.26, , , , , , , , 
2020-04-06 06:40:00,85.51,-92.63,8.28, , , , , , , , 
2020-04-06 06:50:00,85.56,-93.41,8.30, , , , , , , , 
2020-04-06 07:00:00,85.56,-94.19,8.31, , , , , , , , 
2020-04-06 07:10:00,85.60,-95.39,8.33, , , , , , , , 
2020-04-06 07:20:00,85.65,-96.25,8.34, , , , , , , , 
2020-04-06 07:30:00,85.69,-97.17,8.36, , , , , , , , 
2020-04-06 07:40:00,85.69,-97.41,8.36, , , , , , , , 
2020-04-06 07:50:00,85.74,-98.49,8.38, , , , , , , , 
2020-04-06 08:00:00,85.78,-99.05,8.39, , , , , , , , 
2020-04-06 08:10:00,85.83,-100.28,8.41, , , , , , , , 
2020-04-06 08:20:00,85.87,-100.94,8.42, , , , , , , , 
2020-04-06 08:30:00,85.96,-101.60,8.43, , , , , , , , 
2020-04-06 08:40:00,85.96,-102.03,8.44, , , , , , , , 
2020-04-06 08:50:00,86.01,-104.08,8.47, , , , , , , , 
2020-04-06 09:00:00,86.05,-102.96,8.46, , , , , , , , 
2020-04-06 09:10:00,86.10,-100.50,8.41, , , , , , , , 
2020-04-06 09:20:00,86.14,-101.71,8.43, , , , , , , , 
2020-04-06 09:30:00,86.19,-101.46,8.43, , , , , , , , 
2020-04-06 09:40:00,86.23,-102.74,8.45, , , , , , , , 
2020-04-06 09:50:00,86.23,-101.66,8.43, , , , , , , , 
2020-04-06 10:00:00,86.33,-103.46,8.46, , , , , , , , 
2020-04-06 10:10:00,86.28,-102.11,8.44, , , , , , , , 
2020-04-06 10:20:00,86.37,-103.49,8.46, , , , , , , , 
2020-04-06 10:30:00,86.33,-102.55,8.45, , , , , , , , 
2020-04-06 10:40:00,86.37,-102.39,8.45, , , , , , , , 
2020-04-06 10:50:00,86.42,-102.11,8.44, , , , , , , , 
2020-04-06 11:00:00,86.46,-103.30,8.46, , , , , , , , 
2020-04-06 11:10:00,86.55,-103.77,8.47, , , , , , , , 
2020-04-06 11:20:00,86.55,-104.19,8.48, , , , , , , , 
2020-04-06 11:30:00,86.55,-104.99,8.49, , , , , , , , 
2020-04-06 11:40:00,86.60,-103.89,8.47, , , , , , , , 
2020-04-06 11:50:00,86.60,-105.07,8.49, , , , , , , , 
2020-04-06 12:00:00,86.60,-104.03,8.47, , , , , , , , 
2020-04-06 12:10:00,86.60,-104.78,8.48, , , , , , , , 
2020-04-06 12:20:00,86.60,-104.61,8.48, , , , , , , , 
2020-04-06 12:30:00,86.55,-105.28,8.49, , , , , , , , 
2020-04-06 12:40:00,86.51,-103.68,8.47, , , , , , , , 
2020-04-06 12:50:00,86.46,-103.83,8.47, , , , , , , , 
2020-04-06 13:00:00,86.46,-103.82,8.47, , , , , , , , 
2020-04-06 13:10:00,86.51,-104.46,8.48, , , , , , , , 
2020-04-06 13:20:00,86.51,-97.57,8.36, , , , , , , , 
2020-04-06 13:30:00,86.46,-103.10,8.46, , , , , , , , 
2020-04-06 13:40:00,86.46,-103.30,8.46, , , , , , , , 
2020-04-06 13:50:00,86.51,-104.11,8.47, , , , , , , , 
2020-04-06 14:00:00,86.46,-103.10,8.46, , , , , , , , 
2020-04-06 14:10:00,86.46,-103.89,8.47, , , , , , , , 
2020-04-06 14:20:00,86.46,-103.08,8.46, , , , , , , , 
2020-04-06 14:30:00,86.42,-102.83,8.45, , , , , , , , 
2020-04-06 14:40:00,86.33,-102.02,8.44, , , , , , , , 
2020-04-06 14:50:00,86.33,-102.50,8.45, , , , , , , , 
2020-04-06 15:00:00,86.23,-101.83,8.44, , , , , , , , 
2020-04-06 15:10:00,86.28,-102.28,8.44, , , , , , , , 
2020-04-06 15:20:00,86.23,-100.91,8.42, , , , , , , , 
2020-04-06 15:30:00,86.14,-100.21,8.41, , , , , , , , 
2020-04-06 15:40:00,86.10,-99.41,8.40, , , , , , , , 
2020-04-06 15:50:00,86.05,-98.80,8.39, , , , , , , , 
2020-04-06 16:00:00,86.01,-98.30,8.38, , , , , , , , 
2020-04-06 16:10:00,85.96,-98.10,8.37, , , , , , , , 
2020-04-06 16:20:00,85.92,-97.75,8.37, , , , , , , , 
2020-04-06 16:30:00,85.92,-97.77,8.37, , , , , , , , 
2020-04-06 16:40:00,85.87,-98.28,8.38, , , , , , , , 
2020-04-06 16:50:00,85.83,-97.69,8.37, , , , , , , , 
2020-04-06 17:00:00,85.78,-96.92,8.35, , , , , , , , 
2020-04-06 17:10:00,85.74,-96.42,8.35, , , , , , , , 
2020-04-06 17:20:00,85.69,-95.63,8.33, , , , , , , , 
2020-04-06 17:30:00,85.69,-94.35,8.31, , , , , , , , 
2020-04-06 17:40:00,85.65,-93.58,8.30, , , , , , , , 
2020-04-06 17:50:00,85.60,-92.89,8.29, , , , , , , , 
2020-04-06 18:00:00,85.56,-92.49,8.28, , , , , , , , 
2020-04-06 18:10:00,85.56,-92.05,8.27, , , , , , , , 
2020-04-06 18:20:00,85.51,-92.03,8.27, , , , , , , , 
2020-04-06 18:30:00,85.51,-91.63,8.27, , , , , , , , 
2020-04-06 18:40:00,85.56,-91.75,8.27, , , , , , , , 
2020-04-06 18:50:00,85.56,-91.60,8.27, , , , , , , , 
2020-04-06 19:00:00,85.51,-91.47,8.26, , , , , , , , 
2020-04-06 19:10:00,85.51,-91.72,8.27, , , , , , , , 
2020-04-06 19:20:00,85.51,-91.74,8.27, , , , , , , , 
2020-04-06 19:30:00,85.56,-91.72,8.27, , , , , , , , 
2020-04-06 19:40:00,85.56,-91.63,8.27, , , , , , , , 
2020-04-06 19:50:00,85.60,-92.03,8.27, , , , , , , , 
2020-04-06 20:00:00,85.65,-92.02,8.27, , , , , , , , 
2020-04-06 20:10:00,85.65,-92.00,8.27, , , , , , , , 
2020-04-06 20:20:00,85.65,-92.14,8.27, , , , , , , , 
2020-04-06 20:30:00,85.69,-92.27,8.28, , , , , , , , 
2020-04-06 20:40:00,85.69,-92.27,8.28, , , , , , , , 
2020-04-06 20:50:00,85.69,-92.33,8.28, , , , , , , , 
2020-04-06 21:00:00,85.69,-92.41,8.28, , , , , , , , 
2020-04-06 21:10:00,85.69,-92.53,8.28, , , , , , , , 
2020-04-06 21:20:00,85.69,-92.42,8.28, , , , , , , , 
2020-04-06 21:30:00,85.69,-92.39,8.28, , , , , , , , 
2020-04-06 21:40:00,85.69,-92.25,8.28, , , , , , , , 
2020-04-06 21:50:00,85.69,-92.24,8.28, , , , , , , , 
2020-04-06 22:00:00,85.65,-92.10,8.27, , , , , , , , 
2020-04-06 22:10:00,85.65,-92.25,8.28, , , , , , , , 
2020-04-06 22:20:00,85.65,-92.08,8.27, , , , , , , , 
2020-04-06 22:30:00,85.60,-91.80,8.27, , , , , , , , 
2020-04-06 22:40:00,85.60,-91.53,8.26, , , , , , , , 
2020-04-06 22:50:00,85.56,-91.39,8.26, , , , , , , , 
2020-04-06 23:00:00,85.56,-91.88,8.27, , , , , , , , 
2020-04-06 23:10:00,85.51,-92.10,8.27, , , , , , , , 
2020-04-06 23:20:00,85.51,-91.92,8.27, , , , , , , , 
2020-04-06 23:30:00,85.47,-91.92,8.27, , , , , , , , 
2020-04-06 23:40:00,85.42,-91.69,8.27, , , , , , , , 
2020-04-06 23:50:00,85.42,-91.28,8.26, , , , , , , , 
2020-04-07 00:00:00,85.38,-91.32,8.26, , , , , , , , 
2020-04-07 00:10:00,85.33,-91.52,8.26, , , , , , , , 
2020-04-07 00:20:00,85.29,-91.08,8.26, , , , , , , , 
2020-04-07 00:30:00,85.29,-90.83,8.25, , , , , , , , 
2020-04-07 00:40:00,85.24,-90.78,8.25, , , , , , , , 
2020-04-07 00:50:00,85.20,-90.99,8.26, , , , , , , , 
2020-04-07 01:00:00,85.20,-90.80,8.25, , , , , , , , 
2020-04-07 01:10:00,85.15,-90.66,8.25, , , , , , , , 
2020-04-07 01:20:00,85.15,-90.88,8.25, , , , , , , , 
2020-04-07 01:30:00,85.15,-91.17,8.26, , , , , , , , 
2020-04-07 01:40:00,85.20,-91.41,8.26, , , , , , , , 
2020-04-07 01:50:00,85.20,-91.19,8.26, , , , , , , , 
2020-04-07 02:00:00,85.20,-90.99,8.26, , , , , , , , 
2020-04-07 02:10:00,85.15,-91.13,8.26, , , , , , , , 
2020-04-07 02:20:00,85.15,-91.16,8.26, , , , , , , , 
2020-04-07 02:30:00,85.11,-91.13,8.26, , , , , , , , 
2020-04-07 02:40:00,85.06,-91.17,8.26, , , , , , , , 
2020-04-07 02:50:00,85.02,-91.32,8.26, , , , , , , , 
2020-04-07 03:00:00,85.02,-91.00,8.26, , , , , , , , 
2020-04-07 03:10:00,84.97,-91.14,8.26, , , , , , , , 
2020-04-07 03:20:00,84.97,-91.28,8.26, , , , , , , , 
2020-04-07 03:30:00,84.93,-91.13,8.26, , , , , , , , 
2020-04-07 03:40:00,84.93,-91.02,8.26, , , , , , , , 
2020-04-07 03:50:00,84.93,-91.08,8.26, , , , , , , , 
2020-04-07 04:00:00,84.93,-90.96,8.26, , , , , , , , 
2020-04-07 04:10:00,84.93,-91.02,8.26, , , , , , , , 
2020-04-07 04:20:00,84.97,-90.92,8.26, , , , , , , , 
2020-04-07 04:30:00,84.97,-91.05,8.26, , , , , , , , 
2020-04-07 04:40:00,84.97,-90.89,8.25, , , , , , , , 
2020-04-07 04:50:00,84.97,-90.21,8.24, , , , , , , , 
2020-04-07 05:00:00,84.97,-90.49,8.25, , , , , , , , 
2020-04-07 05:10:00,85.02,-90.91,8.25, , , , , , , , 
2020-04-07 05:20:00,85.02,-90.69,8.25, , , , , , , , 
2020-04-07 05:30:00,85.06,-90.71,8.25, , , , , , , , 
2020-04-07 05:40:00,85.06,-91.00,8.26, , , , , , , , 
2020-04-07 05:50:00,85.06,-90.85,8.25, , , , , , , , 
2020-04-07 06:00:00,85.06,-90.42,8.25, , , , , , , , 
2020-04-07 06:10:00,85.11,-90.92,8.25, , , , , , , , 
2020-04-07 06:20:00,85.20,-91.60,8.27, , , , , , , , 
2020-04-07 06:30:00,85.24,-89.80,8.24, , , , , , , , 
2020-04-07 06:40:00,85.29,-91.57,8.27, , , , , , , , 
2020-04-07 06:50:00,85.29,-92.10,8.27, , , , , , , , 
2020-04-07 07:00:00,85.29,-92.74,8.29, , , , , , , , 
2020-04-07 07:10:00,85.29,-93.28,8.29, , , , , , , , 
2020-04-07 07:20:00,85.33,-94.60,8.32, , , , , , , , 
2020-04-07 07:30:00,85.33,-95.10,8.32, , , , , , , , 
2020-04-07 07:40:00,85.38,-96.53,8.35, , , , , , , , 
2020-04-07 07:50:00,85.38,-96.96,8.36, , , , , , , , 
2020-04-07 08:00:00,85.47,-98.74,8.39, , , , , , , , 
2020-04-07 08:10:00,85.51,-99.52,8.40, , , , , , , , 
2020-04-07 08:20:00,85.56,-99.64,8.40, , , , , , , , 
2020-04-07 08:30:00,85.60,-100.97,8.42, , , , , , , , 
2020-04-07 08:40:00,85.65,-101.38,8.43, , , , , , , , 
2020-04-07 08:50:00,85.69,-101.92,8.44, , , , , , , , 
2020-04-07 09:00:00,85.74,-102.55,8.45, , , , , , , , 
2020-04-07 09:10:00,85.78,-103.86,8.47, , , , , , , , 
2020-04-07 09:20:00,85.78,-104.86,8.49, , , , , , , , 
2020-04-07 09:30:00,85.83,-104.41,8.48, , , , , , , , 
2020-04-07 09:40:00,85.87,-104.13,8.48, , , , , , , , 
2020-04-07 09:50:00,85.92,-103.91,8.47, , , , , , , , 
2020-04-07 10:00:00,85.92,-103.60,8.47, , , , , , , , 
2020-04-07 10:10:00,86.01,-105.83,8.50, , , , , , , , 
2020-04-07 10:20:00,85.96,-104.57,8.48, , , , , , , , 
2020-04-07 10:30:00,86.05,-107.24,8.53, , , , , , , , 
2020-04-07 10:40:00,86.10,-107.86,8.54, , , , , , , , 
2020-04-07 10:50:00,86.10,-106.96,8.52, , , , , , , , 
2020-04-07 11:00:00,86.14,-105.94,8.51, , , , , , , , 
2020-04-07 11:10:00,86.19,-107.91,8.54, , , , , , , , 
2020-04-07 11:20:00,86.19,-107.24,8.53, , , , , , , , 
2020-04-07 11:30:00,86.19,-106.46,8.51, , , , , , , , 
2020-04-07 11:40:00,86.23,-108.08,8.54, , , , , , , , 
2020-04-07 11:50:00,86.28,-107.25,8.53, , , , , , , , 
2020-04-07 12:00:00,86.28,-106.18,8.51, , , , , , , , 
2020-04-07 12:10:00,86.28,-106.19,8.51, , , , , , , , 
2020-04-07 12:20:00,86.33,-107.99,8.54, , , , , , , , 
2020-04-07 12:30:00,86.37,-108.82,8.55, , , , , , , , 
2020-04-07 12:40:00,86.33,-108.08,8.54, , , , , , , , 
2020-04-07 12:50:00,86.33,-106.66,8.52, , , , , , , , 
2020-04-07 13:00:00,86.33,-106.07,8.51, , , , , , , , 
2020-04-07 13:10:00,86.33,-107.21,8.53, , , , , , , , 
2020-04-07 13:20:00,86.33,-107.36,8.53, , , , , , , , 
2020-04-07 13:30:00,86.33,-106.85,8.52, , , , , , , , 
2020-04-07 13:40:00,86.28,-106.94,8.52, , , , , , , , 
2020-04-07 13:50:00,86.28,-108.07,8.54, , , , , , , , 
2020-04-07 14:00:00,86.28,-105.07,8.49, , , , , , , , 
2020-04-07 14:10:00,86.23,-105.32,8.49, , , , , , , , 
2020-04-07 14:20:00,86.23,-104.97,8.49, , , , , , , , 
2020-04-07 14:30:00,86.19,-103.64,8.47, , , , , , , , 
2020-04-07 14:40:00,86.19,-104.64,8.48, , , , , , , , 
2020-04-07 14:50:00,86.14,-104.28,8.48, , , , , , , , 
2020-04-07 15:00:00,86.14,-103.60,8.47, , , , , , , , 
2020-04-07 15:10:00,86.05,-104.14,8.48, , , , , , , , 
2020-04-07 15:20:00,86.01,-103.66,8.47, , , , , , , , 
2020-04-07 15:30:00,85.96,-102.44,8.45, , , , , , , , 
2020-04-07 15:40:00,85.83,-98.92,8.39, , , , , , , , 
2020-04-07 15:50:00,85.74,-97.63,8.37, , , , , , , , 
2020-04-07 16:00:00,85.65,-96.92,8.35, , , , , , , , 
2020-04-07 16:10:00,85.65,-97.94,8.37, , , , , , , , 
2020-04-07 16:20:00,85.56,-96.05,8.34, , , , , , , , 
2020-04-07 16:30:00,85.56,-96.38,8.35, , , , , , , , 
2020-04-07 16:40:00,85.60,-98.64,8.38, , , , , , , , 
2020-04-07 16:50:00,85.65,-98.03,8.37, , , , , , , , 
2020-04-07 17:00:00,85.65,-97.74,8.37, , , , , , , , 
2020-04-07 17:10:00,85.69,-97.86,8.37, , , , , , , , 
2020-04-07 17:20:00,85.74,-95.96,8.34, , , , , , , , 
2020-04-07 17:30:00,85.74,-94.85,8.32, , , , , , , , 
2020-04-07 17:40:00,85.69,-93.82,8.30, , , , , , , , 
2020-04-07 17:50:00,85.69,-92.94,8.29, , , , , , , , 
2020-04-07 18:00:00,85.65,-92.50,8.28, , , , , , , , 
2020-04-07 18:10:00,85.65,-91.63,8.27, , , , , , , , 
2020-04-07 18:20:00,85.60,-91.77,8.27, , , , , , , , 
2020-04-07 18:30:00,85.56,-91.63,8.27, , , , , , , , 
2020-04-07 18:40:00,85.56,-91.49,8.26, , , , , , , , 
2020-04-07 18:50:00,85.51,-91.35,8.26, , , , , , , , 
2020-04-07 19:00:00,85.51,-91.28,8.26, , , , , , , , 
2020-04-07 19:10:00,85.51,-91.38,8.26, , , , , , , , 
2020-04-07 19:20:00,85.51,-91.36,8.26, , , , , , , , 
2020-04-07 19:30:00,85.51,-91.46,8.26, , , , , , , , 
2020-04-07 19:40:00,85.51,-91.22,8.26, , , , , , , , 
2020-04-07 19:50:00,85.51,-91.36,8.26, , , , , , , , 
2020-04-07 20:00:00,85.47,-91.30,8.26, , , , , , , , 
2020-04-07 20:10:00,85.47,-91.49,8.26, , , , , , , , 
2020-04-07 20:20:00,85.47,-91.64,8.27, , , , , , , , 
2020-04-07 20:30:00,85.47,-91.58,8.27, , , , , , , , 
2020-04-07 20:40:00,85.42,-91.47,8.26, , , , , , , , 
2020-04-07 20:50:00,85.42,-91.44,8.26, , , , , , , , 
2020-04-07 21:00:00,85.42,-91.32,8.26, , , , , , , , 
2020-04-07 21:10:00,85.38,-91.36,8.26, , , , , , , , 
2020-04-07 21:20:00,85.38,-91.55,8.26, , , , , , , , 
